,0,1
0,0.24203351113569607,-0.006342632514411271
1,0.2530774043205184,-0.128527832437956
2,0.7036185413484357,0.9338479150440446
3,0.052497254165965235,0.20744305125055995
4,-0.6019959806665633,0.408263303516147
5,0.15263718063384113,0.17029780798227429
6,-0.135977469144342,0.10875814383412537
7,0.44464403820130693,0.8740068502641622
8,-0.049706807151328705,0.18832954810707478
9,0.7141542114552035,-0.6581054854628191
10,-0.9234782426432812,0.5733334383078308
11,-0.7314762940027332,-0.630620808504824
12,0.22795231736406546,0.9754113612691078
13,0.040095059504967286,0.008994299260033506
14,-0.4662107655542993,1.090543582675668
15,0.13414565453144506,0.10136989532767486
16,-0.31142170021933324,0.8849009369708066
17,0.13130709905452925,0.36270563963627833
18,-0.9615325579364237,-0.5498040633144158
19,-0.05472476727900252,1.0124129855370132
20,-0.13901338179379816,-0.04290769775566792
21,-0.683810610674475,-0.5335164666215363
22,0.0420816264593768,0.09546385239106825
23,-0.0020762467996682608,0.17260020682159782
24,-0.07978776603677004,-0.20657708307422157
25,0.22577457208829227,0.09284590408765472
26,-1.043040022123419,0.006428044989016252
27,-0.9912236905830923,-0.24536534013291597
28,0.03400322279741211,0.3053714716746072
29,-0.7264555883610075,0.6324287058186299
30,0.8172703967199368,0.3428072138385858
31,-0.4526525239134231,0.8166363891299039
32,0.26521417112254286,-0.8622958057372057
33,-0.1297946993155052,0.11557958030062752
34,0.01551797019279929,-0.07288893403718263
35,-0.3506856103444955,1.1161721079036309
36,-0.17693676870191563,-0.17292989288407698
37,-0.8437620322849468,-0.5302310892144445
38,-0.12320205884969274,0.14289988010598417
39,0.8034512762822167,-0.3397913093472049
40,0.040651342544691854,0.2871656632104872
41,0.14764344488848663,0.128235005839957
42,-0.14547813138252003,0.05652161813910983
43,-0.001460030716612687,-0.047900822180167675
44,0.29451110834825545,0.06623155809961068
45,-0.8995584342616347,0.5131219357520617
46,-0.2048815704376077,0.2173589898433238
47,-0.48060425951842434,-0.911154029097731
48,-0.37451820539714414,-0.06731155281373906
49,0.840284691673727,0.6310014481815585
50,-0.006231145947485334,0.15826861612567034
51,0.8278479003454621,-0.41466017048460424
52,-0.15665188793985196,0.23311472087866256
53,-0.0874357083585014,-0.306583665336397
54,-0.06918920350728106,0.15471415364728264
55,0.04198673517165813,-0.1535009320777739
56,-0.17378940067187135,0.0067396617066128595
57,0.9619122537791054,0.22254659831852158
58,-0.5919242567184854,0.7150170991178627
59,0.7261633445232802,0.7478411452352212
60,-0.8346399790285562,-0.734739884859053
61,0.9632493461665066,0.1263373502586778
62,0.1656490730627808,-0.012977938089315036
63,0.0948686300457829,-0.044826524389271954
64,0.9737688183824497,0.20473793225939335
65,-0.7650748936727267,-0.443145793424985
66,0.11688163139382825,-0.26481608423639
67,0.22206088169789073,0.8638925535813705
68,-0.750890049616344,1.0141131955107288
69,-0.34271757355191645,-0.8742512649875115
70,-0.5845987498812792,0.8001024448672268
71,-0.11396984729077123,-0.3185183320606425
72,0.8356715784904921,-0.10888511143529797
73,0.16142447864696355,0.30840299550524114
74,-0.1690745374760193,0.05236840033618186
75,-0.15023893281218192,-0.013652517505289112
